tmdb_id,title,year,genres,overview,poster_path,vote_average,vote_count
11673,Cyrano de Bergerac,1990,Drame | Comédie | Histoire | Romance,"Les aventures du célèbre et turbulent cadet de Gascogne, amoureux de sa cousine, Roxane, vues par le réalisateur de «La vie de château» et le scénariste Jean-Claude Carrière. «Il s'agissait de faire un film. Nous ne pouvions nous contenter d'une simple mise en images de la pièce. Nous voulions donner à cette histoire que nous aimions la dynamique et la tension d'un film. Le vrai pari du film, c'est que les personnages y parlent en vers.»",/7X4lCnelWJIuoMRLZqom5aAWRUU.jpg,7.319,822
587301,La Vie scolaire,2019,Drame | Comédie | Familial,"Une année au cœur de l’école de la république de la vie… et de la démerde! Samia, jeune CPE novice, débarque de son Ardèche natale dans un collège réputé difficile de la ville de Saint-Denis. Elle y découvre les problèmes récurrents de discipline, la réalité sociale pesant sur le quartier, mais aussi l’incroyable vitalité et l’humour, tant des élèves que de son équipe de surveillants. Parmi eux, il y a Moussa, le Grand du quartier et Dylan le chambreur. Samia s'adapte et prend bientôt plaisir à canaliser la fougue des plus perturbateurs. Sa situation personnelle compliquée la rapproche naturellement de Yanis, ado vif et intelligent, dont elle a flairé le potentiel. Même si Yanis semble renoncer à toute ambition en se cachant derrière son insolence, Samia va investir toute son énergie à le détourner d’un échec scolaire annoncé et tenter de l’amener à se projeter dans un avenir meilleur…",/awmVj0xmD8CP4g0uD7dUrM8nqi.jpg,6.882,804
37653,Les Trois Frères,1995,Comédie,"Trois frères qui s’ignorent héritent d’une fabuleuse fortune de 3 millions de francs. Cependant, en revenant chez le notaire quelques jours plus tard, tout s’effondre : ils découvrent que le délai pour prétendre à l’héritage a expiré. Huissiers, police aux trousses, cavale, vols, mendicité… et un gamin sur les bras. Les problèmes ne font que commencer.",/nPrUw2hLIt9uWrGwfKjr0AbGWgd.jpg,6.956,799
8827,99 Francs,2007,Drame | Comédie,"Octave est le maître du monde : il exerce la profession de rédacteur publicitaire. Il décide aujourd'hui ce que vous allez vouloir demain. Pour lui, ""l'homme est un produit comme les autres"". Octave travaille pour la plus grosse agence de pub du monde : Ross & Witchcraft, surnommée ""La Ross"". Il est couvert d'argent, de filles et de cocaïne. Pourtant, il doute. Deux événements vont bouleverser le cours de la vie d'Octave. Son histoire d'amour avec Sophie, la plus belle employée de l'agence, et une réunion chez Madone pour vendre un film de pub à ce géant du produit laitier. Le doué Octave déjante alors et décide de se rebeller contre le système qui l'a créé, en sabotant sa plus grande campagne. De Paris, où négocient les patrons d'agences, à Miami, où l'on tourne un spot sous antidépresseurs, de Saint-Germain-des-Prés à une île perdue d'Amérique Centrale, Octave parviendra-t-il à échapper à sa prison dorée ?",/d67iCuJxENCeJ6GZU5typgaNAkb.jpg,6.655,796
458534,Tout le monde debout,2018,Comédie | Romance,"Jocelyn, homme d'affaire en pleine réussite, égoïste et misogyne, lassé d'être lui-même, se retrouve malgré lui à séduire une jeune et jolie femme en se faisant passer pour un handicapé. Jusqu'au jour où elle lui présente sa sœur elle-même handicapée…",/h065db1br7f9VW0x0LkOVfdtZqG.jpg,6.515,784
11227,Angel-A,2005,Romance | Comédie | Drame | Fantastique,Un jeune homme qui ne s'aime pas va apprendre à s'aimer au contact d'une jeune femme qu'il rencontre à Paris...,/n9YW4zuXI0YOsIzNBKOZqTXrrfZ.jpg,7.0,779
369778,Chocolat,2016,Comédie | Drame,"Du cirque au théâtre, de l’anonymat à la gloire, l’incroyable destin du clown Chocolat, premier artiste noir de la scène française. Le duo inédit qu’il forme avec Footit, va rencontrer un immense succès populaire dans le Paris de la Belle époque avant que la célébrité, l’argent facile, le jeu et les discriminations n’usent leur amitié et la carrière de Chocolat.",/qXs4j9J8aZN0QEU90eJ5SDpirVu.jpg,6.833,753
577242,Kaamelott : Premier Volet,2021,Aventure | Fantastique | Comédie,"Le tyrannique Lancelot-du-Lac et ses mercenaires saxons font régner la terreur sur le royaume de Logres. Les Dieux, insultés par cette cruelle dictature, provoquent le retour d'Arthur Pendragon et l'avènement de la résistance. Arthur parviendra-t-il à fédérer les clans rebelles, renverser son rival, reprendre Kaamelott et restaurer la paix sur l'île de Bretagne ?",/4mcovnajaLoy7dbv5arykJjDFFC.jpg,6.613,746
542830,Nous finirons ensemble,2019,Comédie | Drame | Familial | Romance,"Préoccupé, Max est parti dans sa maison au bord de la mer pour se ressourcer. Sa bande de potes, qu’il n’a pas vue depuis plus de 3 ans débarque par surprise pour lui fêter son anniversaire ! La surprise est entière mais l’accueil l’est beaucoup moins… Max s’enfonce alors dans une comédie du bonheur qui sonne faux, et qui mettra le groupe dans des situations pour le moins inattendues. Les enfants ont grandi, d’autres sont nés, les parents n’ont plus les mêmes priorités... Les séparations, les accidents de la vie… Quand tous décident de ne plus mettre de petits mouchoirs sur les gros bobards, que reste-t-il de l’amitié ?",/fzUvcARz82u9ZL1MIQPJXhSwBhB.jpg,6.653,729
206408,Casse-tête chinois,2013,Comédie | Drame | Romance,"On retrouve Xavier avec Wendy, Isabelle et Martine 15 ans après l’Auberge Espagnole et 10 ans après les Poupées Russes. Tout paraissait si simple alors mais la vie de Xavier ne cessera de prendre des détours inattendus entre Paris et New-York. Il cherche son chemin dans ce joyeux bordel pour trouver sa place en tant qu’homme et aussi en tant que père. Et qui sait, peut-être est-ce justement la folie de New-York qui permettra à Xavier de résoudre, enfin, le véritable casse-tête chinois qu’est sa vie !",/Nsde38XSWQXfwZ7sLPlAOGLvCS.jpg,6.577,728
1826,Les Poupées russes,2005,Comédie | Drame | Romance,"Xavier a 30 ans. Il a réalisé son rêve d’enfance, il est devenu écrivain, mais il semble quand même un peu perdu. Il a quelques problèmes avec sa banquière. Il a également des réticences à se fixer avec une fille et enchaîne les aventures amoureuses avec inconséquence. Xavier est contraint de continuer son travail à Londres, puis à Saint‐Pétersbourg. Ces nouveaux voyages lui permettront peut‐être de réconcilier le travail, l’amour et l’écriture.",/6TsIJvLTlqVZPzpsx6asbz5jkfl.jpg,6.646,727
463858,Première année,2018,Comédie | Drame,"La première année de médecine va marquer à jamais le destin de Benjamin et d’Antoine, deux jeunes bacheliers. Une année studieuse faite de renoncement à toute vie sociale, de compétition, de détresse mais aussi d’espoirs.",/7WmpxcBe1kfoWLg0CqTzMILA2LN.jpg,6.7,724
8736,Dikkenek,2006,Comédie,"JC et Stef sont des amis d'enfance inséparables. JC est « le » dikkenek belge, un donneur de leçon à cinq balles, un moralisateur, un tombeur de minettes, bref une grande gueule intégrale, coiffé comme un peigne. Stef est tout le contraire. Il cherche le grand amour, mais vu qu'il ne bouge pas de son lit, il va avoir du mal à trouver. JC lui explique donc la méthode : faire un sans-faute du point A jusqu'au point G. Entre ces deux points, JC et Stef vont croiser : Claudy, le directeur des abattoirs d'Anderlecht et photographe amateur (de chair fraîche), Greg, un bébé-manager vissé à son portable, Natacha, une nymphette désœuvrée, Fabienne, une pauvre petite fille de riches, Nadine, une institutrice qui préfère la schnouf aux tables de multiplication, ainsi que Laurence, une commissaire de police fâchée avec les conjugaisons, qui ponctue ses phrases à coups de gros calibre.",/kqI4z9Hzw2GqwzLpYYGO29xqb7K.jpg,6.675,721
9318,Astérix chez les Bretons,1986,Familial | Animation | Aventure | Comédie,"Les Romains menés par Jules César conquièrent l’île de Grande‐Bretagne. Toute ? Non !  Car là aussi, un petit village résiste à l’envahisseur et envoie Jolitorax, un lointain cousin d’Astérix, quérir chez les irréductibles Gaulois de la potion magique pour les aider dans leur combat.",/1MWTDqNWLzjs9HUtC8aKanNLZLH.jpg,6.772,717
1110358,Yannick,2023,Comédie | Drame | Thriller,"En pleine représentation de la pièce « Le Cocu », un très mauvais boulevard, Yannick se lève et interrompt le spectacle pour reprendre la soirée en main.",/azwfHg1QCOWZha7uAbYIwTdSs2L.jpg,7.053,713
19123,La Chèvre,1981,Comédie | Crime | Aventure,"La fille du président Bens a disparu en Amérique du Sud. Campana, détective privé, revient bredouille après avoir fouillé tout le pays. Reste une solution : pour retrouver sa fille, Bens doit envoyer sur ses traces quelqu’un d’aussi malchanceux qu’elle. Il se trouve un salarié de la société Bens, au service comptabilité, un François Perrin qui a la malchance dans la peau. Sur les conseils de Meyer, un cadre de son entreprise, qui pense que la seule façon de retrouver sa fille est d'envoyer quelqu'un aussi malchanceux qu'elle qui glissera sur les mêmes peaux de banane qu'elle, Bens envoie donc Perrin avec Campana sur les traces de sa fille. Ainsi, part en mission ce duo que tout oppose. D’un côté Campana et ses idées arrêtées et de l’autre, Perrin avec son énorme bagage de malchance mais un optimisme imperturbable.",/d8n2XF8P6SIP6JywsuWFTmp9OTs.jpg,7.115,701
190880,"Les Garçons et Guillaume, à table !",2013,Comédie,"Le premier souvenir que j’ai de ma mère c’est quand j’avais quatre ou cinq ans. Elle nous appelle, mes deux frères et moi, pour le dîner en disant : « Les garçons et Guillaume, à table ! » et la dernière fois que je lui ai parlé au téléphone, elle raccroche en me disant : « Je t’embrasse ma chérie » ; eh bien disons qu’entre ces deux phrases, il y a quelques malentendus.",/x22pq4jruMHjOV2Z8sSN7jigWlE.jpg,6.649,697
366564,Comment c'est loin,2015,Comédie,"Après une dizaine d’années de non-productivité, Orel et Gringe, la trentaine, galèrent à écrire leur premier album de rap. Leurs textes, truffés de blagues de mauvais goût et de références alambiquées, évoquent leur quotidien dans une ville moyenne de province. Le problème : impossible de terminer une chanson. A l’issue d’une séance houleuse avec leurs producteurs, ils sont au pied du mur : ils ont 24h pour sortir une chanson digne de ce nom. Leurs vieux démons, la peur de l’échec, la procrastination, les potes envahissants, les problèmes de couple, etc. viendront se mettre en travers de leur chemin. Chemin qu’ils n’avaient de toute façon pas pris dans le bon sens…",/jhZtyj9BYECjWVRKUJPQCNNYsMM.jpg,7.0,688
126319,Ernest et Célestine,2012,Animation | Familial | Crime | Drame | Comédie,"Dans le monde conventionnel des ours, il est mal vu de se lier d’amitié avec une souris. Et pourtant, Ernest, gros ours marginal, clown et musicien, va accueillir chez lui la petite Célestine, une orpheline qui a fui le monde souterrain des rongeurs. Ces deux solitaires vont se soutenir et se réconforter, et bousculer ainsi l’ordre établi.",/3pNUKmcLhix0qEXsOUEVN15risM.jpg,7.734,679
393764,Bienvenue à Marly-Gomont,2016,Comédie,"En 1975, Seyolo Zantoko, médecin fraichement diplômé originaire de Kinshasa, saisit l’opportunité d’un poste de médecin de campagne dans un petit village français. Arrivés à Marly-Gomont, Seyolo et sa famille déchantent. Les habitants ont peur, ils n’ont jamais vu de noirs de leur vie. Mais Seyolo est bien décidé à réussir son pari et va tout mettre en œuvre pour gagner la confiance des villageois.",/nUOuBg0OAUuJIgyYl35rQ3uxQCa.jpg,6.809,668
27936,Micmacs à tire-larigot,2009,Action | Comédie | Crime,"Bazil n'a pas beaucoup de chance avec les armes. La première l'a rendu orphelin, la deuxième peut le faire mourir subitement à tout instant. A sa sortie de l'hôpital, Bazil se retrouve à la rue. Par chance, ce doux rêveur, à l'inspiration débordante, est recueilli par une bande de truculents chiffonniers aux aspirations et aux talents aussi divers qu'inattendus, vivant dans une véritable caverne d'Ali-Baba : Remington, Calculette, Fracasse, Placard, la Môme Caoutchouc, Petit Pierre et Tambouille. Un jour, en passant devant deux bâtiments imposants, Bazil reconnaît le sigle des deux fabricants d'armes qui ont causé ses malheurs. Aidé par sa bande d'hurluberlus, il décide de se venger. Seuls contre tous, petits malins contre grands industriels cyniques, nos chiffonniers rejouent, avec une imagination et une fantaisie dignes de Bibi Fricotin et de Buster Keaton, le combat de David et Goliath...",/aRSEs2Wkb8b0BpoKfu488vi0t9B.jpg,6.634,657
474331,Au poste !,2018,Comédie,"Le commissaire Buron est chargé d’enquêter sur le meurtre d’un homme retrouvé gisant dans son sang par Fugain. Celui‐ci est logiquement considéré comme le principal suspect, il s’ensuit alors un interrogatoire qui va durer toute la nuit.",/77yP5fJpODFrQ1WIK23sscz70Ur.jpg,6.645,636
8868,Astérix et la Surprise de César,1985,Comédie | Animation | Familial | Aventure,"Lorsque Falbala et Tragicomix sont kidnappés, celui qui leur a porté atteinte n’imagine pas qu’il vient de réveiller la colère du petit village gaulois. D’autant qu’Obélix est amoureux de Falbala…",/8kY2WmF9PgkzfmtcPyW1AmQJswu.jpg,6.524,635
498249,Mauvaises herbes,2018,Comédie | Drame,"Waël, un ancien enfant des rues, vit en banlieue parisienne de petites arnaques qu’il commet avec Monique, une femme à la retraite qui tient visiblement beaucoup à lui.  Sa vie prend un tournant le jour où un ami de cette dernière, Victor, lui offre, sur insistance de Monique, un petit job bénévole dans son centre d’enfants exclus du système scolaire.  Waël se retrouve peu à peu responsable d’un groupe de six adolescents expulsés pour absentéisme, insolence ou encore port d’arme.  De cette rencontre explosive entre « mauvaises herbes » va naître un véritable miracle.",/4OCg7ISCuWnPT2HsAbrjR8YiADj.jpg,7.628,626
434616,Patients,2017,Drame | Comédie,"Se laver, s'habiller, marcher, jouer au basket, voici ce que Ben ne peut plus faire à son arrivée dans un centre de rééducation suite à un grave accident. Ses nouveaux amis sont tétras, paras, traumas crâniens.... Bref, toute la crème du handicap. Ensemble ils vont apprendre la patience. Ils vont résister, se vanner, s'engueuler, se séduire mais surtout trouver l'énergie pour réapprendre à vivre. Patients est l'histoire d'une renaissance, d'un voyage chaotique fait de victoires et de défaites, de larmes et d’éclats de rire, mais surtout de rencontres : on ne guérit pas seul.",/sv2Xdpk4nzY2qKAg5oG2qZkTrY9.jpg,7.446,625
432087,Ce qui nous lie,2017,Drame | Comédie,"Jean a quitté sa famille et sa Bourgogne natale il y a dix ans pour faire le tour du monde. En apprenant la mort imminente de son père, il revient dans la terre de son enfance. Il retrouve sa sœur, Juliette, et son frère, Jérémie. Leur père meurt juste avant le début des vendanges. En l’espace d’un an, au rythme des saisons qui s’enchaînent, ces 3 jeunes adultes vont retrouver ou réinventer leur fraternité, s’épanouissant et mûrissant en même temps que le vin qu’ils fabriquent.",/7ufYH6THjpZUmYbT9ygwvD7z61C.jpg,6.853,611
136403,Populaire,2012,Comédie | Romance,"Printemps 1958. Rose Pamphyle, 21 ans, vit avec son père, veuf bourru qui tient le bazar d’un petit village normand. Elle doit épouser le fils du garagiste et est promise au destin d’une femme au foyer docile et appliquée. Mais Rose ne veut pas de cette vie. Elle part pour Lisieux où Louis Echard, 36 ans, patron charismatique d’un cabinet d’assurance, cherche une secrétaire. L’entretien d’embauche est un fiasco. Mais Rose a un don : elle tape à la machine à écrire à une vitesse vertigineuse. La jeune femme réveille malgré elle le sportif ambitieux qui sommeille en Louis… Si elle veut le poste, elle devra participer à des concours de vitesse dactylographique. Qu’importent les sacrifices qu’elle devra faire pour arriver au sommet, il s’improvise entraîneur et décrète qu’il fera d’elle la fille la plus rapide du pays, voire du monde ! Et l’amour du sport ne fait pas forcément bon ménage avec l’amour tout court…",/8bOg7KquoaOjzretanpotW6EuSD.jpg,6.611,596
51991,Les Émotifs anonymes,2010,Drame | Comédie | Romance,"Jean-René, patron d’une fabrique de chocolat, et Angélique, chocolatière de talent, sont deux grands émotifs. C’est leur passion commune pour le chocolat qui les rapproche. Ils tombent amoureux l’un de l’autre sans oser se l’avouer. Hélas, leur timidité maladive tend à les éloigner. Mais ils surmonteront leur manque de confiance en eux, au risque de dévoiler leurs sentiments.",/tunfsCnh5eBRNOH2wm6UNmN6FBx.jpg,6.546,569
13672,JCVD,2008,Drame | Action | Comédie | Crime,"Entre ses problèmes fiscaux, la bataille juridique qui l'oppose à sa femme pour l'obtention de la garde de sa fille, les périodes de vache maigre du cinéma d'action qui voient même Steven Seagal lui souffler un rôle, Jean-Claude Van Damme est venu chercher dans son pays d'enfance le calme et le repos qu'il ne trouve plus aux États-Unis...",/g65MZXhaDrLVPo0uwxhgG6R0so6.jpg,6.642,558
179150,Réalité,2015,Comédie,"Jason Tantra, un caméraman placide, rêve de réaliser son premier film d'horreur. Bob Marshall, un riche producteur, accepte de financer son film à une seule condition : Jason a 48 heures pour trouver le meilleur gémissement de l'histoire du cinéma…",/1WLGqZdUorGgNNQSeYZTNLhqYOR.jpg,7.076,545
25205,Le Concert,2009,Drame | Comédie,"A l'époque de Brejnev, Andrei Filipov était le plus grand chef d'orchestre d'Union soviétique et dirigeait le célèbre Orchestre du Bolchoï. Mais après avoir refusé de se séparer de ses musiciens juifs, dont son meilleur ami Sacha, il a été licencié en pleine gloire. Trente ans plus tard, il travaille toujours au Bolchoï mais... comme homme de ménage. Un soir, alors qu'Andrei est resté très tard pour astiquer le bureau du maître des lieux, il tombe sur un fax adressé au directeur : il s'agit d'une invitation du Théâtre du Châtelet conviant l'orchestre du Bolchoï à venir jouer à Paris... Soudain, Andrei a une idée de folie : pourquoi ne pas réunir ses anciens copains musiciens, qui vivent aujourd'hui de petits boulots, et les emmener à Paris, en les faisant passer pour le Bolchoï ? L'occasion tant attendue de prendre enfin leur revanche...",/3ntrKSpuPjLjRrd8IqEIiOOAgCr.jpg,7.232,528
544510,Edmond,2018,Comédie | Histoire,"Paris, Décembre 1897. Edmond Rostand n’a pas encore trente ans mais déjà deux enfants et beaucoup d’angoisses. Il n’a rien écrit depuis deux ans. En désespoir de cause, il propose au grand Constant Coquelin une pièce nouvelle, une comédie héroïque, en vers, pour les fêtes. Seul souci : elle n’est pas encore écrite.",/gNgoOz7aceNllJnXpZ7H9ttUytb.jpg,7.483,526
11421,C.R.A.Z.Y.,2005,Comédie | Drame,"Un portrait de famille qui dépeint la vie souvent extraordinaire de gens ordinaires à la poursuite de leur bonheur. De 1960 à 1980, entouré de ses quatre frères, de Pink Floyd, des Rolling Stones et de David Bowie, entre les promenades en moto pour impressionner les filles, les pétards fumés en cachette, les petites et grandes disputes et, surtout, un père qu'il cherche désespérément à retrouver, Zac nous raconte son histoire... 25 décembre 1960 : Zachary Beaulieu vient au monde entre une mère aimante et un père un peu bourru mais fier de ses garçons. C'est le début de C.R.A.Z.Y., le récit de la vie d'un petit garçon puis d'un jeune homme pas comme les autres, qui va jusqu'à renier sa nature profonde pour attirer l'attention de son père.",/rLAxKjsfM11nviuAKqxNtyCgfXv.jpg,7.49,503
364137,Nous trois ou rien,2015,Drame | Comédie,"D’un petit village du sud de l’Iran aux cités parisiennes, Kheiron nous raconte le destin hors du commun de ses parents Hibat et Fereshteh, éternels optimistes, dans une comédie aux airs de conte universel qui évoque l’amour familial, le don de soi et surtout l’idéal d’un vivre-ensemble.",/aPYtRdJwt85OgZIUBZ5tHgmfyCO.jpg,7.5,501
271724,Hippocrate,2014,Comédie | Drame,"Benjamin va devenir un grand médecin, il en est certain. Mais pour son premier stage d’interne dans le service de son père, rien ne se passe comme prévu. La pratique se révèle plus rude que la théorie. La responsabilité est écrasante, son père est aux abonnés absents et son co-interne, Abdel, est un médecin étranger plus expérimenté que lui. Benjamin va se confronter brutalement à ses limites, à ses peurs, celles de ses patients, des familles, des médecins, et du personnel. Son initiation commence.",/1ydLX0C0GMUZFOeh4ecQgfLYArb.jpg,6.532,497
1000866,En fanfare,2024,Comédie | Drame | Musique,"Thibaut est un chef d’orchestre de renommée internationale qui parcourt le monde. Lorsqu’il apprend qu’il a été adopté, il découvre l’existence d’un frère, Jimmy, employé de cantine scolaire et qui joue du trombone dans une fanfare du nord de la France. En apparence tout les sépare, sauf l’amour de la musique. Détectant les capacités musicales exceptionnelles de son frère, Thibaut se donne pour mission de réparer l’injustice du destin. Jimmy se prend alors à rêver d’une autre vie…",/knB9YhFbWjAjHwD3a3W9fhfoOuW.jpg,7.274,481
967585,Alibi.com 2,2023,Comédie | Familial,"Après avoir fermé son agence Alibi.com et promis à Flo qu'il ne lui mentirait plus jamais, la nouvelle vie de Greg est devenue tranquille, trop tranquille… Plus pour longtemps ! Lorsqu’il décide de demander Flo en mariage, Greg est au pied du mur et doit se résoudre à présenter sa famille. Mais entre son père escroc et sa mère ex-actrice de films de charme, ça risque fort de ruiner sa future union. Il n'a donc pas d'autre choix que de rouvrir son agence avec ses anciens complices pour un ultime Alibi et de se trouver des faux parents plus présentables.",/u2IgcRl1q5iDoag5xBYR4q51gJW.jpg,6.566,480
73532,Le Havre,2011,Drame | Comédie,"Marcel Marx, ex-écrivain et bohème renommé, s’est exilé volontairement dans la ville portuaire du Havre où son métier honorable mais non rémunérateur de cireur de chaussures lui donne le sentiment d’être plus proche du peuple en le servant. Il a fait le deuil de son ambition littéraire et mène une vie satisfaisante dans le triangle constitué par le bistrot du coin, son travail et sa femme Arletty, quand le destin met brusquement sur son chemin un enfant immigré originaire d’Afrique noire. Quand au même moment, Arletty tombe gravement malade et doit s’aliter, Marcel doit à nouveau combattre le mur froid de l’indifférence humaine avec pour seules armes, son optimisme inné et la solidarité têtue des habitants de son quartier. Il affronte la mécanique aveugle d’un état de droit occidental, représenté par l’étau de la police qui se resserre de plus en plus sur le jeune garçon réfugié. Il est temps pour Marcel de cirer ses chaussures et de montrer les dents.",/2gL9ucSGYZkjVqWFPF7J2rw6ssG.jpg,7.016,476
79108,Starbuck,2011,Comédie,"Malgré ses 42 ans, David Wosniak est un éternel adolescent. Il travaille à la boucherie de son père où on lui confie les tâches les plus simples, il est criblé de dettes et a beaucoup de difficultés à convaincre sa copine Valérie qu'il peut être un homme fiable et responsable. Un avocat entre un jour dans son appartement pour lui annoncer qu'il est le géniteur de 533 enfants. David n'est pas prêt à rencontrer ces personnes dont il est le père biologique et encore moins à assumer les responsabilités qui en découlent. Mais lorsqu'il reçoit les dossiers des individus en question, il ne peut résister à la tentation de les survoler pour découvrir qui ils sont.",/8Z9GDYzuQQi79AAzoBfqds6H9Iw.jpg,6.885,470
852438,Coupez !,2022,Horreur | Comédie,"Un tournage de film de zombies dans un bâtiment désaffecté. Entre techniciens blasés et acteurs pas vraiment concernés, seul le réalisateur semble investi de l’énergie nécessaire pour donner vie à un énième film d'horreur à petit budget. L’irruption d’authentiques morts-vivants va perturber le tournage.",/qZEnbRF8k4bXSLEPm7rReAd3S99.jpg,6.72,463
532938,Les Crevettes pailletées,2019,Comédie,"Après avoir tenu des propos homophobes, Mathias Le Goff, vice‐champion du monde de natation, est condamné à entraîner les « Crevettes Pailletées », une équipe de water‐polo gay, davantage motivée par la fête que par la compétition. Cet attelage explosif va alors se rendre en Croatie pour participer aux Gay Games, le plus grand rassemblement sportif homosexuel du monde. Le chemin parcouru sera l’occasion pour Mathias de découvrir un univers décalé, qui va bousculer tous ses repères et lui permettre de revoir ses priorités dans la vie.",/5bLZL1D5bLgwzvTaTATqapvFWfT.jpg,6.578,463
431937,Mr & Mme Adelman,2017,Romance | Drame | Comédie,"C’est l’enterrement d’un célèbre écrivain. Les hommages pleuvent mais certains s'interrogent sur les étranges circonstances de sa mort. Un jeune biographe demande à la veuve de raconter toute leur histoire. Ne fut-elle pas sa muse, sa première lectrice et sa compagne depuis les années 70? Commence alors un récit retraçant cinquante ans de vie commune, d'amour, de jalousie, de tromperies…",/53Zy4zL31TSjxjQ0awxVQTOVtBn.jpg,7.5,461
892515,Mascarade,2022,Comédie | Crime | Drame | Romance,"Lorsqu’un jeune gigolo tombe sous le charme d’une sublime arnaqueuse, c’est le début d’un plan machiavélique sous le soleil brûlant de la Côte d’Azur. Les deux amoureux sont-ils prêts à tout pour s’offrir une vie de rêve, quitte à sacrifier celle d’une ancienne gloire du cinéma et d’un agent immobilier ?",/eZx7SUnQetww3ePIlvTUDYuZMo9.jpg,6.8,456
4271,La vie est un long fleuve tranquille,1988,Comédie,"Dans une petite ville du nord de la France, deux familles nombreuses, les Le Quesnoy et les Groseille, d'origines bien différentes, n'auraient jamais du se rencontrer. Mais c'était sans compter sur Josette, l'infirmière devouée du docteur Mavial, amoureuse et lasse d'attendre qu'il quitte sa femme. Dans un moment d'égarement la douce infirmière a échangé deux nouveau-nés, un Groseille (les pauvres) contre un Le Quesnoy (les riches), pour se venger de la vie et du docteur. Comprenant que Mavial ne l'épousera jamais, elle révèle le-pot-aux roses aux deux familles...",/yxlSmTxGo5aN6k7N3ayujVnR2lV.jpg,6.746,456
270343,Les Combattants,2014,Comédie | Romance,"Entre ses potes et l’entreprise familiale, l’été d'Arnaud s’annonce tranquille…  Tranquille jusqu'à sa rencontre avec Madeleine, aussi belle que cassante, bloc de muscles tendus et de prophéties catastrophiques. Il ne s’attend à rien ; elle se prépare au pire.  Jusqu'où la suivre alors qu'elle ne lui a rien demandé ?  C’est une histoire d’amour. Ou une histoire de survie. Ou les deux.",/omE9CK9vyWTO1QS3cjTi9paBIib.jpg,6.5,455
771077,En corps,2022,Comédie | Drame | Familial,"Élise, 26 ans est une grande danseuse classique. Elle se blesse pendant un spectacle et apprend qu’elle ne pourra plus danser. Dès lors sa vie va être bouleversée, Élise va devoir apprendre à se réparer… Entre Paris et la Bretagne, au gré des rencontres et des expériences, des déceptions et des espoirs, Élise va se rapprocher d’une compagnie de danse contemporaine. Cette nouvelle façon de danser va lui permettre de retrouver un nouvel élan et aussi une nouvelle façon de vivre.",/9lbVcQfSfcMewo03UM7knSvN31T.jpg,7.4,455
504603,Le Monde est à toi,2018,Comédie | Crime,"François, petit dealer, a un rêve : devenir le distributeur officiel de Mr Freeze au Maghreb. Cette vie, qu’il convoite tant, vole en éclats quand il apprend que Danny, sa mère, a dépensé toutes ses économies. Poutine, le caïd lunatique de la cité, propose à François un plan en Espagne pour se refaire. Mais quand tout son entourage : Lamya son amour de jeunesse, Henri un ancien beau-père à la ramasse tout juste sorti de prison, les deux jeunes Mohamed complotistes et sa mère chef d’un gang de femmes pickpockets, s’en mêle, rien ne va se passer comme prévu !",/djRVmvYxKHxJESq1BIdqqWmIByM.jpg,6.7,440
48769,Papy fait de la résistance,1983,Comédie | Guerre,"Paris, 1940. Une famille de musiciens virtuoses, les Bourdel, refuse de jouer pour les Allemands. En 1943, leur hôtel particulier est réquisitionné pour accueillir le général Spontz. La cohabitation est d'autant plus difficile que l'un des membres de la famille n'est autre que le célèbre ""Super-Résistant"".",/6teVZPk7JW0aePF7yzCBRKFNPSD.jpg,6.856,438
10484,Les Compères,1983,Comédie,"Tristan Martin, un adolescent de 17 ans, fait une fugue, au désespoir de sa mère Christine. Pour le retrouver, celle-ci envoie deux de ses anciens amants, François Pignon un émotif depressif suicidaire chronique et Jean Lucas, un journaliste d'investigation, en leur faisant croire que l'un d'entre eux est peut-être le père. Transportés par leur soudaine paternité, ces derniers deviennent de fins limiers.",/t3qHHVYEPDpqQ6WXBaMvu76Su5d.jpg,6.606,425
30163,Les Fugitifs,1986,Comédie,"Les temps sont durs pour François Pignon qui doit soigner sa fille. Il s'est même résigné à braquer une banque. Il va jusqu'à prendre en otage Jean Lucas, un ancien repris de justice sortant tout juste de prison, pourtant bien décidé à devenir honnête...",/dmrVlsTFOW6RRUpEANVpiOytHFK.jpg,6.796,424
19597,Le Hérisson,2009,Comédie | Drame,"L'histoire d'une rencontre inattendue: celle de Paloma Josse, petite fille de 11 ans, redoutablement intelligente et suicidaire, de Renée Michel, concierge parisienne discrète et solitaire, et de l'énigmatique Monsieur Kakuro Ozu.",/k65ZHczoNkkrVGc09sfbfwEU0yj.jpg,7.246,418
57243,Les Femmes du 6e étage,2011,Comédie,"Paris, années 60. Depuis des générations, la famille Joubert vit dans un grand appartement du 16ème arrondissement. Jean-Louis est marié à Suzanne et exerce sans grande conviction le métier d'agent de change. Il ne sait pas que tout au dessus de sa tête, au sixième étage, vit une colonie d'Espagnoles, venues travailler dans le quartier comme femmes de ménage. L'arrivée de Maria, qui vient d'être engagée chez les Joubert, va permettre à Jean-Louis de découvrir la présence de ces Espagnoles. Grâce à leur bonne humeur et leur énergie, Jean-Louis va se laisser aller et goûter les plaisirs simples de la vie. Il n'en faut pas davantage pour que son univers bascule pour de bon…",/nUK7agD0yWKazORr9aYQBnuCEp6.jpg,6.768,405
